Date,Event,Citation,
2020,CBC news (Solar Projects to start in Canada 2020),"Rieger, S. (2020). <i>$500M investment means construction to start on Canada's largest solar farm this year</i>. Retireved from <a href='https://www.cbc.ca/news/canada/calgary/travers-solar-investment-1.5450846'</a> ",
,,,
,,,
,,,
,,,
,,,
,,,_
